id;name;shortname;strasse;bezirk;plz_ort;von;bis;oeffnungszeiten;Mo;Di;Mi;Do;Fr;Sa;So;closed-exc;hours-exc;w3;bemerkungen;bemerkungen_en;lat;lng;ignore;immer-kostenlos;international;barrierefrei;action;short_distance;train;image;urheberschaft
/sen/web/service/maerkte-feste/weihnachtsmaerkte/index.php/detail/58;Winterzauber Weihnachtsmarkt;;Möllhausenufer 30;Treptow-Köpenick;12555 Berlin;01.11.24;31.12.24;12:00 - 20:00 Uhr;12:00 - 20:00;12:00 - 20:00;12:00 - 20:00;12:00 - 20:00;12:00 - 20:00;12:00 - 20:00;12:00 - 20:00;;;https://strandbad-wendenschloss.berlin;/;;52.415;13.6;0;0;0;0;0;0;;placeholder.png;freestocks.org, CC BY-SA 4.0 via Wikimedia Commons
/sen/web/service/maerkte-feste/weihnachtsmaerkte/index.php/detail/181;Smash Burger;;Landsberger Allee, Rotes Rathaus, Alexander Platz;Mitte;10178 Berlin;01.11.24;28.12.24;14:00 Uhr bis 23:00 Uhr;14:00 - 23:00;14:00 - 23:00;14:00 - 23:00;14:00 - 23:00;14:00 - 23:00;14:00 - 23:00;14:00 - 23:00;;;/;/;;52.519;13.408;1;0;0;0;0;1;U Klosterstr. (Berlin), U Rotes Rathaus (Berlin), S+U Alexanderplatz Bhf (Berlin);placeholder.png;freestocks.org, CC BY-SA 4.0 via Wikimedia Commons
/sen/web/service/maerkte-feste/weihnachtsmaerkte/index.php/detail/214;Weddingmarkt;;Leopoldplatz;Mitte;13353 Berlin;01.12. / 08.12. / 15.12. / 22.12.2024;01.12. / 08.12. / 15.12. / 22.12.2024;11:00 Uhr bis 19:00 Uhr;0;0;0;0;0;0;0;;;https://www.wedding-markt.de/;Weddingmarkt wird Weihnachtsmarkt. An allen 4. Adventssonntagen vor Weihnachten! 100 Stände, Streetfood & Nebenprogramm. 01., 08., 15. und 22. Dezember. 11 – 19 Uhr. Leopoldplatz, Barrierefrei. besondere Attraktionen: 100 Stände mit handgefertigten Geschenken: Design, Fotografie, Keramik, Illustrationen, Malerei, Wohnaccessoires, Möbel, Schmuck, Mode, Spirituosen, Tees und vieles mehr.. Himmlisches Essen: Spätzle, Maultaschen, Knödel, Galettes & Crepe, mexikanischen Tacos, Koreanische Spezialitäten, Waffeln, Churros, Alfajores etc... Nebenprogramm: Musik, Lagerfeuer & Stockbrot... Glühwein & Apfelpunsch.. Ganz viel Kiezliebe... Eintritt natürlich frei. An allen vier Adventssonntagen wird der Weddingmarkt im winterlichen Glanz erstrahlen – am 01., 08., 15. und 22. Dezember 2024 von 11-19 Uhr – mitten im Stadtteil Wedding auf dem Leopoldplatz, vor der historischen Schinkel-Kirche (Alte Nazarethkirche). Dieses Jahr können ganz besondere Geschenke unter den Weihnachtsbaum gelegt werden, denn der Besuch beim weihnachtlichen Weddingmarkt verspricht außergewöhnliche Kunst, Design und echte Handwerksliebe. Viele Weddinger Labels zeigen draußen auf dem Leopoldplatz die hochwertige Vielfalt des lebendigen Stadtteils. Die Besucher erwarten rund 100 Stände mit Design, Fotografie, Keramik, Illustrationen, Malerei, Wohnaccessoires, Möbel, Schmuck, Mode, Spirituosen, Tees und vieles mehr. Insgesamt wirken rund 250 verschiedene Aussteller an vier Terminen mit, sodass der Besuch jedesmal abwechslungsreich und lohnenswert ist. Zudem gibt es internationales Streetfood mit schwäbischen Maultaschen und Spätzle, französischen Galettes, mexikanischen Tacos, asiatischen Barbecue, bis hinzu knusprigen Waffeln ist alles für den anspruchsvollen Gaumen dabei. Glühwein und Lagerfeuer mit kostenloser „Stockbrot-Station“ für die kleinen Besucher laden zur weihnachtlichen Atmosphäre ein. Das Ganze wird begleitet durch ein künstlerisches Nebenprogramm mit Musik und vielen weiteren Überraschungen. Der Eintritt zum Markt ist wie immer frei. Im Vorfeld werden über Social Media Weddingmarkt-Unikate als Adventskalender. Alle aktuellen Informationen unter: wedding-markt.de .. Instagram: https://www.instagram.com/weddingmarkt;;52.549;13.36;0;1;0;1;0;1;U Leopoldplatz (Berlin);placeholder.png;freestocks.org, CC BY-SA 4.0 via Wikimedia Commons
/sen/web/service/maerkte-feste/weihnachtsmaerkte/index.php/detail/61;Kunsthandwerklicher Weihnachtsmarkt Mexikoplatz;;Mexikoplatz und Bülowstraße 1-8;Steglitz-Zehlendorf;14163 Berlin;01.12. / 15.12. / 22.12.2024;01.12. / 15.12. / 22.12.2024;11:00 - 18:00 Uhr;0;0;0;0;0;0;0;;;https://kunsthand-berlin.de/;Es werden nur handgefertigte Objekte kleiner Ateliers und Werkstätten gezeigt, die Kunsthandwerker sind vor Ort. | Keine Handels-/Importware! Kein Rahmenprogramm.;;52.437;13.232;0;0;0;0;0;1;S Mexikoplatz (Berlin);placeholder.png;freestocks.org, CC BY-SA 4.0 via Wikimedia Commons
/sen/web/service/maerkte-feste/weihnachtsmaerkte/index.php/detail/64;Kunsthandwerklicher Weihnachtsmarkt Mexikoplatz;;Mexikoplatz und Bülowstraße 1-8;Steglitz-Zehlendorf;14163 Berlin;08.12.24;08.12.24;11:00 - 18:00 Uhr;0;0;0;0;0;0;11:00 - 18:00;;;https://kunsthand-berlin.de/;Es werden nur handgefertigte Objekte kleiner Ateliers und Werkstätten gezeigt, die Kunsthandwerker sind vor Ort. | Keine Handels-/Importware! Kein Rahmenprogramm.;;52.437;13.232;0;0;0;0;0;1;S Mexikoplatz (Berlin);placeholder.png;freestocks.org, CC BY-SA 4.0 via Wikimedia Commons
/sen/web/service/maerkte-feste/weihnachtsmaerkte/index.php/detail/97;Adventsbasar an der Heilandskirche;;Thusnelda-Allee 1;Mitte;10555 Berlin;01.12.24;01.12.24;12:00 -18:00 Uhr;0;0;0;0;0;0;12:00 - 18:00;;;https://www.marktzeit.berlin/;Adventsmarkt findet nur am 1. Advent statt.;;52.526;13.339;0;0;0;0;0;1;U Turmstr. (Berlin);placeholder.png;freestocks.org, CC BY-SA 4.0 via Wikimedia Commons
/sen/web/service/maerkte-feste/weihnachtsmaerkte/index.php/detail/142;Adventsbasar;;Thusnelda-Allee 1;Mitte;10551 Berlin;01.12.24;01.12.24;12:00 Uhr - 18:00 Uhr;0;0;0;0;0;0;12:00 - 18:00;;;/;/;;52.526;13.339;0;0;0;0;0;1;U Turmstr. (Berlin);placeholder.png;freestocks.org, CC BY-SA 4.0 via Wikimedia Commons
/sen/web/service/maerkte-feste/weihnachtsmaerkte/index.php/detail/145;Ökumenischer Adventsbasar im Pfarrgarten;;Alt-Lübars 24;Reinickendorf;12469 Berlin;01.12.24;01.12.24;12:00 Uhr - 17:00 Uhr;0;0;0;0;0;0;12:00 - 17:00;;;/;Rufnummer der Küsterei: 030 402 30 14;;52.621;13.356;0;0;0;0;0;0;;placeholder.png;freestocks.org, CC BY-SA 4.0 via Wikimedia Commons
/sen/web/service/maerkte-feste/weihnachtsmaerkte/index.php/detail/34;Adventsmarkt;;Alt-Marzahn 23;Marzahn-Hellersdorf;12685 Berlin;01.12.24;01.12.24;11:00 - 18:00;0;0;0;0;0;0;11:00 - 18:00;;;https://www.agrar-boerse-ev.de/inserat/kulturgut-alt-marzahn/;/;;52.544;13.558;0;0;0;0;0;0;;placeholder.png;freestocks.org, CC BY-SA 4.0 via Wikimedia Commons
/sen/web/service/maerkte-feste/weihnachtsmaerkte/index.php/detail/193;Kunsthandwerklicher ADVENT am Karl-August-Platz;;Karl-August-Platz;Charlottenburg-Wilmersdorf;10625 Berlin;01.12.24;01.12.24;11:00 Uhr bis 18:00 Uhr;0;0;0;0;0;0;11:00 - 18:00;;;https://www.family-and-friends-ev.de/kunsthandwerklicher-advent-am-1-und-8-dezember-2024;;;52.508;13.31;0;0;0;0;0;1;U Wilmersdorfer Str. (Berlin);placeholder.png;freestocks.org, CC BY-SA 4.0 via Wikimedia Commons
